incident_address,count
231 TOMPKINS AVENUE,4
114-32 FARMERS BOULEVARD,4
4713 5 AVENUE,4
24-03 DITMARS BOULEVARD,4
2855 CLAFLIN AVENUE,4
213 CLARKSON AVENUE,4
1668 VYSE AVENUE,4
758 BRADFORD STREET,4
702 EAST NEW YORK AVENUE,4
266 HALL STREET,4
608 FLATBUSH AVENUE,4
103-28 97 STREET,4
2701 VALENTINE AVENUE,4
1119 CARROLL STREET,4
903 LENOX ROAD,4
1121 BRYANT AVENUE,4
322 EAST   79 STREET,4
447 LAKE STREET,4
1575 LEXINGTON AVENUE,4
1256 OCEAN AVENUE,4
25 LAFAYETTE AVENUE,4
165 NEW YORK AVENUE,4
2147 HONEYWELL AVENUE,4
444 AVENUE X,4
1847 ANDREWS AVENUE SOUTH,4
92 EAST   53 STREET,4
223 EAST BROADWAY,4
24 COVERT STREET,4
493 EAST  166 STREET,4
59-13 NORMAN STREET,4
850 INTERVALE AVENUE,4
2662 OCEAN AVENUE,4
840 EAST  222 STREET,4
39-29 58 STREET,4
106 CLARKSON AVENUE,4
3047 BRIGHTON   13 STREET,4
143 MEAGHER AVENUE,4
2851 GRAND CONCOURSE,4
622 GLENMORE AVENUE,4
147-31 38 AVENUE,4
1530 ST NICHOLAS AVENUE,4
19 HILL STREET,4
1182 CLAY AVENUE,4
7115 3 AVENUE,4
48-53 44 STREET,4
515 WEST 187 STREET,4
3750 OLINVILLE AVENUE,4
19 MERCER STREET,4
8701 SHORE ROAD,4
1409 ALBANY AVENUE,4
433 MILLER AVENUE,4
20-65 18 STREET,4
2255 DR M L KING JR BOULEVARD,4
27-01 ASTORIA BOULEVARD,4
900 EAST   18 STREET,4
615 EAST 168 STREET,4
245 WADSWORTH AVENUE,4
2828 STILLWELL AVENUE,4
305 WEST   97 STREET,4
147 EAST  118 STREET,4
101 EAST  168 STREET,4
2785 WEST   15 STREET,4
184 MULBERRY STREET,4
590 LEONARD STREET,4
45 CHESTER STREET,4
1084 NEW YORK AVENUE,4
16-53 156 STREET,4
1439 STERLING PLACE,4
114 FIELD PLACE,4
352 EAST 141 STREET,4
352 LEGION STREET,4
50 LINCOLN ROAD,4
180 VAN PELT AVENUE,4
80-15 41 AVENUE,4
1555 2 AVENUE,4
1334 LOUIS NINE BOULEVARD,4
2195 WALTON AVENUE,4
4414 EDSON AVENUE,4
176 BLEECKER STREET,4
2295 2 AVENUE,4
3451 GILES PLACE,4
4050 NOSTRAND AVENUE,4
1701 ALBEMARLE ROAD,4
214 EAST   10 STREET,4
4 SOUTH PINEHURST AVENUE,4
714 EAST   85 STREET,4
1926 GREENE AVENUE,4
4014 CARPENTER AVENUE,4
608 WEST 139 STREET,4
1263 LINCOLN PLACE,4
536 EAST 82 STREET,4
2250 EAST    4 STREET,4
51 WEST MOSHOLU PARKWAY NORTH,4
363 KNICKERBOCKER AVENUE,4
120-28 218 STREET,4
229 EAST   25 STREET,4
129-11 JAMAICA AVENUE,4
600 VAN SICLEN AVENUE,4
7324 17 AVENUE,4
226-40 129 AVENUE,4
1315 WEST    7 STREET,4
980 COLUMBUS AVENUE,4
254 SEAMAN AVENUE,4
756 EAST   81 STREET,4
1362 ST JOHNS PLACE,4
2186 5 AVENUE,4
526 EAST  148 STREET,4
406 WEST   25 STREET,4
192 CLAREMONT AVENUE,4
3472 KNOX PLACE,4
269 MELROSE STREET,4
343 HOWARD AVENUE,4
2401 NOSTRAND AVENUE,4
148-03 90 AVENUE,4
203 EAST   22 STREET,4
4011 KINGS HIGHWAY,4
517 WEST  161 STREET,4
12 PAUW STREET,4
87 NEW LANE,4
763 EAST  217 STREET,4
572 GREENE AVENUE,4
10536 AVENUE K,4
370 MONTGOMERY STREET,4
11 ALLEN STREET,4
3420 AVENUE H,4
5101 SNYDER AVENUE,4
198 SCHOLES STREET,4
1550 TOWNSEND AVENUE,4
14-34 CHANDLER STREET,4
1347 EASTERN PARKWAY,4
1360 OGDEN AVENUE,4
48-16 30 AVENUE,4
148-19 230 PLACE,4
2028 VALENTINE AVENUE,4
648 GEORGIA AVENUE,4
606 WEST  191 STREET,4
176 ALBANY AVENUE,4
79 CHRYSTIE STREET,4
117 WEST  111 STREET,4
1816 WHITE PLAINS ROAD,4
97 PERRY STREET,4
255 MILL ROAD,4
180 PULASKI STREET,4
109-21 CENTREVILLE STREET,4
11 AUDUBON AVENUE,4
319 EAST  197 STREET,4
2062 MORRIS AVENUE,4
149-67 255 STREET,4
772 ST NICHOLAS AVENUE,4
118-45 219 STREET,4
1 METROPOLITAN OVAL,4
103-10 LIBERTY AVENUE,4
256 MALCOLM X BOULEVARD,4
2324 BOSTON ROAD,4
216-23 136 ROAD,4
174 WEST   72 STREET,4
57 WEST  175 STREET,4
335 EAST   19 STREET,4
1722 PURDY STREET,4
777 EAST   31 STREET,4
872 BERGEN STREET,4
347 MILLER AVENUE,4
71 OCEAN PARKWAY,4
137 WEST 141 STREET,4
3260 CONEY ISLAND AVENUE,4
2105 BLACKROCK AVENUE,4
2430 63 STREET,4
1065 SUMMIT AVENUE,4
329 LINCOLN ROAD,4
1219 EAST  223 STREET,4
1207 ROGERS AVENUE,4
2050 DAVIDSON AVENUE,4
140 NAGLE AVENUE,4
5301 GLENWOOD ROAD,4
1789 DAVIDSON AVENUE,4
313 46 STREET,4
40 CHRISTOPHER AVENUE,4
479 FAIRVIEW AVENUE,4
451 EAST   22 STREET,4
3510 BAINBRIDGE AVENUE,4
1361 PROSPECT AVENUE,4
2-52 BEACH 14 STREET,4
231 WEST 149 STREET,4
789 FRANKLIN AVENUE,4
422 ST NICHOLAS AVENUE,4
5008 BROADWAY,4
2028 GATES AVENUE,4
2000 WASHINGTON AVENUE,4
147-70 GRAND CENTRAL PARKWAY SR SOUTH,4
30 EBBITTS STREET,4
501 WEST 214 STREET,4
221 MADISON STREET,4
215 ROCHESTER AVENUE,4
375 PLEASANT AVENUE,4
34-32 91 STREET,4
1360 ST NICHOLAS AVENUE,4
60-65 PUTNAM AVENUE,4
2685 VALENTINE AVENUE,4
1908 BELMONT AVENUE,4
1270 EAST   19 STREET,4
132-40 SANFORD AVENUE,4
497 LINDEN BOULEVARD,4
477 GATES AVENUE,4
804 MAC DONOUGH STREET,4
9810 AVENUE J,4
1215 GRAND CONCOURSE,4
39-25 50 STREET,4
115-113 SPRINGFIELD BOULEVARD,4
59 SUTTER AVENUE,4
634 ST NICHOLAS AVENUE,4
106-10 LIBERTY AVENUE,4
271 EAST  150 STREET,4
3333 BRUNER AVENUE,4
87-61 112 STREET,4
53-36 VAN DAM STREET,4
106-44 RUSCOE STREET,4
100 BENCHLEY PLACE,4
220 EAST  204 STREET,4
87-01 MIDLAND PARKWAY,4
417 EAST   81 STREET,4
1206 WESTCHESTER AVENUE,4
346 EAST   29 STREET,4
7401 SHORE ROAD,4
103-41 177 STREET,4
150 OLYMPIA BOULEVARD,4
260 CONVENT AVENUE,4
694 ROCKAWAY AVENUE,4
1949 ADAM C POWELL BOULEVARD,4
47-47 46 STREET,4
425 GRAND AVENUE,4
91-18 211 STREET,4
104-60 QUEENS BOULEVARD,4
2856 BRONX PARK EAST,4
2611 EAST   13 STREET,4
340 EAST   55 STREET,4
1048 HERKIMER STREET,4
1055 SUMMIT AVENUE,4
1010 BRYANT AVENUE,4
83-02 34 AVENUE,4
511 EAST   73 STREET,4
502 WEST  151 STREET,4
3025 GODWIN TERRACE,4
300 TOMPKINS AVENUE,4
34-05 41 STREET,4
726 OCEAN AVENUE,4
601 40 STREET,4
2481 BROADWAY,4
604 WEST 135 STREET,4
1238 SIMPSON STREET,4
403 HEWES STREET,4
41-29 52 STREET,4
269 MALDEN PLACE,4
109-21 167 STREET,4
34 POST AVENUE,4
460N BRIELLE AVENUE,4
99 TAPSCOTT STREET,4
461 WEST 159 STREET,4
81 4 PLACE,4
20-44 21 STREET,4
64-48 BOOTH STREET,4
5 METROPOLITAN OVAL,4
615 WEST  172 STREET,4
4-27 27 AVENUE,4
1233 EAST   19 STREET,4
2035 ADAM C POWELL BOULEVARD,4
3603 BROADWAY,4
555 WEST   42 STREET,4
460 15 STREET,4
514 4 AVENUE,4
4455 BROADWAY,4
1038 LOWELL STREET,4
133 WEST  112 STREET,4
1721 LINDEN STREET,4
243 BEDFORD PARK BOULEVARD,4
93-54 QUEENS BOULEVARD,4
1590 WEST    8 STREET,4
8523 AVENUE J,4
2280 BATHGATE AVENUE,4
892 ROCKAWAY AVENUE,4
535 EAST  142 STREET,4
1391 ST JOHNS PLACE,4
31 BULWER PLACE,4
643 PROSPECT PLACE,4
251 ELIZABETH STREET,4
420 EAST 21 STREET,4
620 PARK PLACE,4
1824 MC GRAW AVENUE,4
9 GADSEN PLACE,4
670 GARDEN STREET,4
606 FLATBUSH AVENUE,4
5501 SNYDER AVENUE,4
350 STERLING STREET,4
716 EAST  181 STREET,4
21-28 35 STREET,4
1495 WESTCHESTER AVENUE,4
1551 ST NICHOLAS AVENUE,4
240 MACON STREET,4
1480 ST JOHNS PLACE,4
530 2 STREET,4
280 LENOX AVENUE,4
642 EAST  223 STREET,4
1674 WEST 5 STREET,4
40 VANDERBILT AVENUE,4
769 MONROE STREET,4
208 EAST   21 STREET,4
127 WEST 25 STREET,4
2486 DAVIDSON AVENUE,4
830 HERKIMER STREET,4
1413 PROSPECT AVENUE,4
220 EAST 25 STREET,4
1184 WALTON AVENUE,4
1412 STERLING PLACE,4
2917 GRAND CONCOURSE,4
179 BENNETT AVENUE,4
2857 SEDGWICK AVENUE,4
105-12 REMINGTON STREET,4
23 VERMONT COURT,4
185 AUDUBON AVENUE,4
108 ALBANY AVENUE,4
139 WEST 145 STREET,4
236 MT HOPE PLACE,4
1322 MANOR AVENUE,4
2800 JEROME AVENUE,4
1825 NOSTRAND AVENUE,4
2518 FREDERICK DOUGLASS BOULEVARD,4
85-50 FOREST PARKWAY,4
2385 VALENTINE AVENUE,4
425 CLAREMONT PARKWAY,4
1468 5 AVENUE,4
502 EAST  189 STREET,4
805 PROSPECT PLACE,4
1764 TOPPING AVENUE,4
1919 82 STREET,4
973 44 STREET,4
505 WEST  187 STREET,4
1423 AMSTERDAM AVENUE,4
89 CROOKE AVENUE,4
323 EAST MOSHOLU PARKWAY NORTH,4
964 OCEAN PARKWAY,4
336 EAST   96 STREET,4
152 GLEN STREET,4
111-17 LEFFERTS BOULEVARD,4
604 HEGEMAN AVENUE,4
3501 DECATUR AVENUE,4
1729 PITKIN AVENUE,4
278 CHAUNCEY STREET,4
197 STOCKHOLM STREET,4
305 EAST  105 STREET,4
38 NORTH MOORE STREET,4
1426 BOSTON ROAD,4
219-07 JAMAICA AVENUE,4
293 HOOPER STREET,4
10 WEST   90 STREET,4
16 EAST  105 STREET,4
140 EAST   46 STREET,4
1595 UNIONPORT ROAD,4
184 SOUTH    2 STREET,4
2089 ANTHONY AVENUE,4
242 WEST   71 STREET,4
34-51 82 STREET,4
511 BARBEY STREET,4
161 AVENUE P,4
52 ST NICHOLAS PLACE,4
1411 NEW YORK AVENUE,4
99-20 194 STREET,4
119 EAST  100 STREET,4
3640 CORLEAR AVENUE,4
232 MULBERRY STREET,4
2985 OCEAN PARKWAY,4
1836 PARK PLACE,4
647 CAULDWELL AVENUE,4
180 BEACH  117 STREET,4
1800 ALBEMARLE ROAD,4
527 WEST  157 STREET,4
114 ELLIOT PLACE,4
2550 MARION AVENUE,4
3033 WILSON AVENUE,4
2551 HOLLAND AVENUE,4
104 EAST   98 STREET,4
529 EAST   22 STREET,4
178 OCEAN PARKWAY,4
2810 MORRIS AVENUE,4
522 WEST  157 STREET,4
91-36 LAMONT AVENUE,4
1172 FULTON STREET,4
727 MAC DONOUGH STREET,4
129 WEST  147 STREET,4
480 CONVENT AVENUE,4
1410 CORTELYOU ROAD,4
1490 BOSTON ROAD,4
1489 EASTERN PARKWAY EXTENSION,4
2237 BATHGATE AVENUE,4
263 EAST GUN HILL ROAD,4
1069 STERLING PLACE,4
526 EAST   11 STREET,4
20 PRINCE STREET,4
916 EAST  226 STREET,4
676 WILLOUGHBY AVENUE,4
2342 CROTONA AVENUE,4
1167 EAST   59 STREET,4
7040 COLONIAL ROAD,4
480 EAST   23 STREET,4
1715 UNION STREET,4
24-46 29 STREET,4
169 EAST   90 STREET,4
200 NAGLE AVENUE,4
3660 WALDO AVENUE,4
1815 BEVERLY ROAD,4
429 EAST    6 STREET,4
2402 AMSTERDAM AVENUE,4
304 WEST  151 STREET,4
473 WEST  145 STREET,4
225 CENTRAL PARK NORTH,4
1984 FULTON STREET,4
1349 GREENE AVENUE,4
571 GRASSMERE TERRACE,4
21-05 33 STREET,4
73 EAST   96 STREET,4
2426 UNIVERSITY AVENUE,4
12 CLIFFORD PLACE,4
1502 ROSEDALE AVENUE,4
10 KIMBERLY LANE,4
364 EAST  170 STREET,4
112 SHERMAN AVENUE,4
130 GLEN STREET,4
156 HANCOCK STREET,4
1571 UNDERCLIFF AVENUE,4
1735 DAVIDSON AVENUE,4
17 KANE PLACE,4
385 WARWICK STREET,4
73 WEST  118 STREET,4
1046 WINTHROP STREET,4
385 ESSEX STREET,4
899 WESTCHESTER AVENUE,4
3050 DECATUR AVENUE,4
115-15 143 STREET,4
427 WEST  154 STREET,4
3380 NOSTRAND AVENUE,4
247 HARMAN STREET,4
3307 BRUCKNER BOULEVARD,4
534 MORRIS PARK AVENUE,4
80 ST MARKS AVENUE,4
939 WOODYCREST AVENUE,4
90-12 179 PLACE,4
102 CONVENT AVENUE,4
32-73 48 STREET,4
3569 DEKALB AVENUE,4
98 PULASKI STREET,4
555 WEST  170 STREET,4
241 BAY 17 STREET,4
50 EAST  172 STREET,4
1706 ZEREGA AVENUE,4
442 EAST   34 STREET,4
3034 ALBANY CRESCENT,4
5411 BEVERLY ROAD,4
2405 MARION AVENUE,4
3828 BROADWAY,4
465 EAST  167 STREET,4
648 HOWARD AVENUE,4
106 GERRY STREET,4
72 VERMILYEA AVENUE,4
3220 STEUBEN AVENUE,4
1357 TELLER AVENUE,4
111-26 131 STREET,4
2334 HUGHES AVENUE,4
7024 NEW UTRECHT AVENUE,4
1962 1 AVENUE,4
361 EAST  188 STREET,4
88 EAST  208 STREET,4
178-20 146 TERRACE,4
2375 EAST 3 STREET,4
1801 MARMION AVENUE,4
1901 GRAND CONCOURSE,4
158-03 SANFORD AVENUE,4
607 NEW JERSEY AVENUE,4
104-32 124 STREET,4
3042 MATTHEWS AVENUE,4
2170 BATHGATE AVENUE,4
128 LEFFERTS PLACE,4
285 WEST  150 STREET,4
145 AUDUBON AVENUE,4
483 WARREN STREET,4
335 GRAHAM AVENUE,4
1711 STANHOPE STREET,4
171 STANHOPE STREET,4
889 MOTHER GASTON BOULEVARD,4
64 WEST  165 STREET,4
1265 NELSON AVENUE,4
443 STATE STREET,4
338 WEST   17 STREET,4
1514 UNIONPORT ROAD,4
95-09 94 STREET,4
2627 WEBSTER AVENUE,4
2600 CRESTON AVENUE,4
1296 SHERIDAN AVENUE,4
445 EAST    5 STREET,4
41-15 50 AVENUE,4
927 UTICA AVENUE,4
220 MONROE STREET,4
32-20 34 AVENUE,4
670 WEST  193 STREET,4
1569 BRUCKNER BOULEVARD,4
140 WEST   79 STREET,4
654 PUTNAM AVENUE,4
974 SHERIDAN AVENUE,4
101-01 67 DRIVE,4
894 RIVERSIDE DRIVE,4
180 WEST  167 STREET,4
25 EAST    7 STREET,4
2502 AMSTERDAM AVENUE,4
152 PATCHEN AVENUE,4
567 EAST 26 STREET,4
58 WEST 72 STREET,4
1585 BEDFORD AVENUE,4
1491 SHORE PARKWAY,4
241 CENTRAL PARK NORTH,4
2732 BAINBRIDGE AVENUE,4
245 LENOX ROAD,4
1490 CROTONA PARK EAST,4
2100 TIEBOUT AVENUE,4
572 MANHATTAN AVENUE,4
2055 CRESTON AVENUE,4
2786 JEROME AVENUE,4
2671 MORRIS AVENUE,4
530 BRIAR PLACE,4
276 MARION STREET,4
2081 GRAND CONCOURSE,4
3152 HULL AVENUE,4
161 WEST  228 STREET,4
119-02 91 AVENUE,4
748 ST MARKS AVENUE,4
124-15 JAMAICA AVENUE,4
570 WEST  182 STREET,4
709 WEST  170 STREET,4
1432 EAST   96 STREET,4
70 MOTT STREET,4
600 WEST 218 STREET,4
377 SOUTH    1 STREET,4
1242 BUSHWICK AVENUE,4
944 LEGGETT AVENUE,4
22-59 DIX AVENUE,4
54-30 102 STREET,4
32 WHITE PLACE,4
2701 BROADWAY,4
2323 WALTON AVENUE,4
757 EAST  214 STREET,4
2150 CRESTON AVENUE,4
4301 CHURCH AVENUE,4
1980 UNIONPORT ROAD,4
1254 SHERMAN AVENUE,4
559 ST JOHNS PLACE,4
653 BLAKE AVENUE,4
775 EAST  225 STREET,4
53 MORGAN AVENUE,4
36 CEDARWOOD COURT,4
2314 MORRIS AVENUE,4
158 WEST  122 STREET,4
2258 ADAM C POWELL BOULEVARD,4
330 EAST   39 STREET,4
6924 20 AVENUE,4
309 WEST 21 STREET,4
2463 VALENTINE AVENUE,4
1141 EAST   83 STREET,4
1271 OCEAN AVENUE,4
1108 AVENUE R,4
279 OCEAN PARKWAY,4
8807 21 AVENUE,4
786 EAST  152 STREET,4
1525 WEST   11 STREET,4
23 WEST  119 STREET,4
1771 MONROE AVENUE,4
1746 78 STREET,4
45-15 COLDEN STREET,4
2615 MILL AVENUE,4
447 EAST   45 STREET,4
256 WEST   72 STREET,4
2164 POWELL AVENUE,4
54 BRISTOL STREET,4
765 RIVERSIDE DRIVE,4
1575 GRAND CONCOURSE,4
4041 BROADWAY,4
2980 WEST   28 STREET,4
1357 BOYNTON AVENUE,4
188 SOUTH    3 STREET,4
6018 BLEECKER STREET,4
540 MAIN STREET,4
1280 DEAN STREET,4
798 EAST  170 STREET,4
1065 JEROME AVENUE,4
347 1 AVENUE,4
50 MESEROLE AVENUE,4
109 WEST 136 STREET,4
2116 CROTONA PARKWAY,4
107 VAN BUREN STREET,4
2375 EAST    3 STREET,4
115 LINCOLN ROAD,4
301 GRAFTON STREET,4
2426 WESTCHESTER AVENUE,4
649 EAST  137 STREET,4
104 WEST 144 STREET,4
1115 STRATFORD AVENUE,4
1986 GRAND AVENUE,4
1440 OCEAN PARKWAY,4
2 SEAMAN AVENUE,4
796 CLEVELAND STREET,4
294 WILLOUGHBY AVENUE,4
788 EAST   10 STREET,4
2211 BRAGG STREET,4
202A SARATOGA AVENUE,4
1447 MACOMBS ROAD,4
366 EAST MOSHOLU PARKWAY SOUTH,4
83 ST NICHOLAS PLACE,4
415 OVINGTON AVENUE,4
659 EAST 87 STREET,4
3395 NOSTRAND AVENUE,4
35 LINDEN BOULEVARD,4
789 WARING AVENUE,4
1138 EAST  105 STREET,4
325 CONCORD AVENUE,4
421 EAST  157 STREET,4
1418 CLINTON AVENUE,4
532 CHAUNCEY STREET,4
2219 64 STREET,4
105 WEST 73 STREET,4
60 EAST  179 STREET,4
835 EAST 152 STREET,4
333 WEST 55 STREET,4
240 EAST  175 STREET,4
3345 RESERVOIR OVAL WEST,4
636 EAST  224 STREET,4
799 ST JOHNS PLACE,4
1004 MONTGOMERY STREET,4
34-08 43 STREET,4
41-15 50 STREET,4
315 EAST  206 STREET,4
3951 DE REIMER AVENUE,4
1434 BEDFORD AVENUE,4
612 BEECH TERRACE,4
2522 ADAM C POWELL BOULEVARD,4
2586 BROADWAY,4
306 WEST   56 STREET,4
16 ARDEN STREET,4
365 EDGECOMBE AVENUE,4
1580 PELHAM PARKWAY SOUTH,4
84-14 108 STREET,4
3065 GRAND CONCOURSE,4
2902 CORTELYOU ROAD,4
146-17 107 AVENUE,4
508 JACKSON AVENUE,4
25 ARDEN STREET,4
2054 NOSTRAND AVENUE,4
710 EAST 243 STREET,4
2955 GRAND CONCOURSE,4
501 SURF AVENUE,4
1652 POPHAM AVENUE,4
34-27 37 STREET,4
194 AVENUE U,4
1153 COLGATE AVENUE,4
20-41 SEAGIRT BOULEVARD,4
9427 KINGS HIGHWAY,4
565 EAST  188 STREET,4
990 BRONX PARK SOUTH,4
345 EAST   12 STREET,4
97-25 64 AVENUE,4
1400 OCEAN AVENUE,4
611 EAST  178 STREET,4
220 CABRINI BOULEVARD,4
31-06 38 STREET,4
1124 WINTHROP STREET,4
95 WEST  195 STREET,4
303 WEST   21 STREET,4
1814 AVENUE N,4
159 STARR STREET,4
174-48 125 AVENUE,4
230 ST JAMES PLACE,4
66 WEST GUN HILL ROAD,4
3601 KINGSBRIDGE AVENUE,4
1501 METROPOLITAN AVENUE,4
50 WEST  182 STREET,4
700 WEST END AVENUE,4
1663 GARFIELD STREET,4
1111 BOYNTON AVENUE,4
1964 GRAND CONCOURSE,4
112-13 JAMAICA AVENUE,4
414 MELROSE STREET,4
2901 GRAND CONCOURSE,4
1554 UNION STREET,4
717 STERLING PLACE,4
457 EAST  187 STREET,4
215 EAST   80 STREET,4
2270 WASHINGTON AVENUE,4
149 NORFOLK STREET,4
2714 WALLACE AVENUE,4
28-02 44 STREET,4
21-16 35 STREET,4
1855 PUTNAM AVENUE,4
3351 BROADWAY,4
4308 BROADWAY,4
13-21 GIPSON STREET,4
144-45 35 AVENUE,4
531 WEST  211 STREET,4
1115 BOSTON ROAD,4
374 7 AVENUE,4
406 WEST 25 STREET,4
33 HUDSON STREET,4
1535 OCEAN AVENUE,4
1368 METROPOLITAN AVENUE,4
575 WEST  155 STREET,4
633 CLEVELAND STREET,4
448 EAST   26 STREET,4
4382 FURMAN AVENUE,4
521 WEST  150 STREET,4
22-01 37 STREET,4
568 VERMONT STREET,4
60 WEST  107 STREET,4
2117 VYSE AVENUE,4
31-24 STEINWAY STREET,4
421 EAST   94 STREET,4
200 STANTON STREET,4
1083 WALTON AVENUE,4
1684 WEST   10 STREET,4
464 CLINTON AVENUE,4
326 EAST   13 STREET,4
351 ROCKAWAY PARKWAY,4
279 MOTHER GASTON BOULEVARD,4
66 WEST 107 STREET,4
507 WEST  170 STREET,4
2157 WALLACE AVENUE,4
41 KINGSTON AVENUE,4
2435 CRESTON AVENUE,4
45 TENNIS COURT,4
170 EAST   19 STREET,4
9040 FT HAMILTON PARKWAY,4
6701 5 AVENUE,4
2 ST NICHOLAS PLACE,4
1810 WEEKS AVENUE,4
19 PARADE PLACE,4
7420 RIDGE BOULEVARD,4
1425 TOWNSEND AVENUE,4
2554 EAST   24 STREET,4
330 WEST  108 STREET,4
20-65 19 STREET,4
134 LINDEN BOULEVARD,4
12 VERNON AVENUE,4
1761 SEWARD AVENUE,4
51 COURSEN PLACE,4
560 LENOX AVENUE,4
1246 HERKIMER STREET,4
1466 WATSON AVENUE,4
2720 GRAND CONCOURSE,4
63 AVENUE A,4
130 WADSWORTH AVENUE,4
2816 ROEBLING AVENUE,4
8523 FT HAMILTON PARKWAY,4
2607 JEROME AVENUE,4
1604 DR M L KING JR BOULEVARD,4
19-15 SEAGIRT BOULEVARD,4
1366 BALCOM AVENUE,4
49 ST NICHOLAS TERRACE,4
564 PACIFIC STREET,4
888 EAST 96 STREET,4
315 93 STREET,4
166 WEST   72 STREET,4
679 MONROE STREET,4
114-11 ROCKAWAY BEACH BOULEVARD,4
300 EAST  159 STREET,4
618 WEST  142 STREET,4
543 EAST 21 STREET,4
47-50 59 STREET,4
341 ESSEX STREET,4
90 VERMONT AVENUE,4
109-25 201 STREET,4
2830 BRIGGS AVENUE,4
2155 BOLTON STREET,4
136 EAST 17 STREET,4
1543 WEST    7 STREET,4
443 WILSON AVENUE,4
450 HERZL STREET,4
2206 HOLLAND AVENUE,4
580 WEST  215 STREET,4
146 17 STREET,4
1827 WOODBINE STREET,4
1170 LINCOLN PLACE,4
99-49 66 ROAD,4
88-35 ELMHURST AVENUE,4
41 ESSEX STREET,4
615 WEST  143 STREET,4
416 VAN SICLEN AVENUE,4
16 LENOX ROAD,4
245 TROUTMAN STREET,4
2334 BEAUMONT AVENUE,4
335 EDGECOMBE AVENUE,4
1615 DR M L KING JR BOULEVARD,4
210 WEST 150 STREET,4
2090 MORRIS AVENUE,4
143-55 41 AVENUE,4
193 HANCOCK STREET,4
137 NAGLE AVENUE,4
923 WALTON AVENUE,4
743 MILLER AVENUE,4
29 EAST  104 STREET,4
6823 6 AVENUE,4
200 BETHEL LOOP,4
238 WEST  146 STREET,4
860 NOSTRAND AVENUE,4
86-10 98 STREET,4
1160 HOE AVENUE,4
425 WEST   45 STREET,4
167 WAVERLY AVENUE,4
166 WEST 120 STREET,4
390 OCEAN PARKWAY,4
1900 LONGFELLOW AVENUE,4
25 WEST TREMONT AVENUE,4
1720 67 STREET,4
1415 NEW YORK AVENUE,4
22-35 23 STREET,4
335 CHESTER STREET,4
1729 FULTON AVENUE,4
249 VARET STREET,4
60 SEAMAN AVENUE,4
11 MAPLE STREET,4
143 HAVEMEYER STREET,4
687 EAST  234 STREET,4
481 PUTNAM AVENUE,4
444 RALPH AVENUE,4
752 WEST END AVENUE,4
32-28 48 STREET,4
4530 BROADWAY,4
541 ISHAM STREET,4
2200 GRAND AVENUE,4
22-20 CORNAGA AVENUE,4
32-03 47 AVENUE,4
780 GARDEN STREET,4
234 91 STREET,4
264 WEST   19 STREET,4
1500 HORNELL LOOP,4
2815 GRAND CONCOURSE,4
800 OCEAN AVENUE,4
818 10 AVENUE,4
216 EAST 36 STREET,4
316 JEFFERSON STREET,4
116-47 170 STREET,4
4016 CHURCH AVENUE,4
2091 AMSTERDAM AVENUE,4
2787 MARION AVENUE,4
109-31 FARMERS BOULEVARD,4
6801 BAY PARKWAY,4
483 OCEAN PARKWAY,4
55-06 39 AVENUE,4
221 WEST  242 STREET,4
453 WEST   34 STREET,4
2885 VALENTINE AVENUE,4
10112 AVENUE K,4
367 SOUTH    5 STREET,4
2965 VALENTINE AVENUE,4
1565 THIERIOT AVENUE,4
70 VAN BUREN STREET,4
990 LEGGETT AVENUE,4
711 WEST  180 STREET,4
140 PALMETTO STREET,4
247 ELIZABETH STREET,4
149 WEST  106 STREET,4
425 EAST   65 STREET,4
414 WEST   49 STREET,4
1455 BUSHWICK AVENUE,4
65 NORTH    8 STREET,4
96-02 57 AVENUE,4
167 WEST   83 STREET,4
603 WEST  191 STREET,4
302 WEST   79 STREET,4
873 MACY PLACE,4
203 MAC DOUGAL STREET,4
907 EAST  173 STREET,4
413 WEST   52 STREET,4
385 EAST MOSHOLU PARKWAY NORTH,4
825 WEST END AVENUE,4
1992 DAVIDSON AVENUE,4
972 CONEY ISLAND AVENUE,4
969 WILLOUGHBY AVENUE,4
705 ST MARKS AVENUE,4
2440 TIEBOUT AVENUE,4
282 MALDEN PLACE,4
1362 OCEAN AVENUE,4
92 2 AVENUE,4
466 MADISON STREET,4
218 GRAFTON STREET,4
1657 81 STREET,4
137-21 WHITELAW STREET,4
181 TRANTOR PLACE,4
167 WILLIAM STREET,4
31-42 103 STREET,4
2746 EAST   64 STREET,4
3000 BRIGHTON   12 STREET,4
2133 BRUCKNER BOULEVARD,4
270 NAGLE AVENUE,4
98 RIVERSIDE DRIVE,4
10569 AVENUE M,4
1030 WOODYCREST AVENUE,4
393 WEST END AVENUE,4
560 AUDUBON AVENUE,4
59 AVENUE B,4
147-02 41 AVENUE,4
225 EAST   93 STREET,4
435 OCEAN PARKWAY,4
946 HOE AVENUE,4
28 DUMONT AVENUE,4
351 WEST 125 STREET,4
388 RICHMOND TERRACE,4
277 7 STREET,4
9710 CHURCH AVENUE,4
608 ST MARKS AVENUE,4
1195 BOSTON ROAD,4
31-33 90 STREET,4
1438 HARROD AVENUE,4
43-16 42 STREET,4
107 VAN SICLEN AVENUE,4
177 EAST   79 STREET,4
38 POST AVENUE,4
925 PROSPECT PLACE,4
18 ST NICHOLAS PLACE,4
5 SPRING STREET,4
2511 WESTCHESTER AVENUE,4
289 HARMAN STREET,4
