incident_address,count
232 METROPOLITAN AVENUE,2
3435 GILES PLACE,2
75-40 BELL BOULEVARD,2
442 EAST   75 STREET,2
299 HARMAN STREET,2
757 NOSTRAND AVENUE,2
141-50 85 ROAD,2
172-02 LINDEN BOULEVARD,2
73 WEST  131 STREET,2
132 SEAMAN AVENUE,2
39-02 63 STREET,2
409 14 STREET,2
964 PARK PLACE,2
220 EAST   94 STREET,2
115 OCEAN PARKWAY,2
247 MULBERRY STREET,2
1593 PROSPECT PLACE,2
524 EAST  119 STREET,2
57-22 CATALPA AVENUE,2
109-01 109 STREET,2
846 EAST  175 STREET,2
150 EAST   85 STREET,2
45 NORTH ELLIOTT PLACE,2
496 WARREN STREET,2
1725 ANDREWS AVENUE SOUTH,2
289 BONNER PLACE,2
1371 VIRGINIA AVENUE,2
132-35 SANFORD AVENUE,2
353 PENNSYLVANIA AVENUE,2
527 DEAN STREET,2
390 1 AVENUE,2
1412 OCEAN AVENUE,2
787 PROSPECT AVENUE,2
160-30 CLAUDE AVENUE,2
30 WEST   73 STREET,2
94-38 86 ROAD,2
1055 ESPLANADE,2
58-07 39 AVENUE,2
440 EAST  148 STREET,2
320 EAST  176 STREET,2
1119 STRATFORD AVENUE,2
457 WEST   17 STREET,2
169-09 105 AVENUE,2
1679 STERLING PLACE,2
161 BUFFALO AVENUE,2
436 COZINE AVENUE,2
415 WEST   56 STREET,2
584 NEW YORK AVENUE,2
11A COOPER PLACE,2
326 LINCOLN PLACE,2
6 WEST  107 STREET,2
4 EAST   89 STREET,2
161-07 137 AVENUE,2
1484 AMSTERDAM AVENUE,2
1533 1 AVENUE,2
123 EAST   54 STREET,2
4503 CLARENDON ROAD,2
345 WEBSTER AVENUE,2
211 BRIGHTON   15 STREET,2
119-50 198 STREET,2
155-23 115 AVENUE,2
805 DITMAS AVENUE,2
1076 FAILE STREET,2
149-30 88 STREET,2
2361 CONEY ISLAND AVENUE,2
1974 FLATBUSH AVENUE,2
142-46 SANFORD AVENUE,2
2703 WATERBURY AVENUE,2
40-30 192 STREET,2
656 HOWARD AVENUE,2
181 WOODWARD AVENUE,2
107 VERNON AVENUE,2
1321 1 AVENUE,2
1876 BERGEN STREET,2
2158 ATLANTIC AVENUE,2
2363 LYON AVENUE,2
626 WEST  135 STREET,2
331 SARATOGA AVENUE,2
1925 GLENWOOD ROAD,2
70 DECATUR STREET,2
421 EAST 157 STREET,2
79 UNDERHILL AVENUE,2
230 WEST 150 STREET,2
140 HERKIMER STREET,2
2081 MADISON AVENUE,2
2720 FOSTER AVENUE,2
1760 ANTHONY AVENUE,2
70 POST AVENUE,2
91 OCEAN PARKWAY,2
2575 JEROME AVENUE,2
73 WEST   95 STREET,2
170-44 93 AVENUE,2
519 WEST 134 STREET,2
141 EAST   19 STREET,2
2265 DAVIDSON AVENUE,2
685 ASHFORD STREET,2
2384 HUGHES AVENUE,2
2125 AMSTERDAM AVENUE,2
18 JACOBUS PLACE,2
2078 VYSE AVENUE,2
1566 UNIONPORT ROAD,2
3425 GATES PLACE,2
1384 BRISTOW STREET,2
1385 STANLEY AVENUE,2
2500 UNIVERSITY AVENUE,2
309 EAST  110 STREET,2
2049 MC GRAW AVENUE,2
92 EAST BROADWAY,2
13 EAST 7 STREET,2
529 WEST  151 STREET,2
2128 JEROME AVENUE,2
570 WESTMINSTER ROAD,2
89-20 55 AVENUE,2
300 WEST 46 STREET,2
3093 BRIGHTON    4 STREET,2
85 OXFORD PLACE,2
105A HULL STREET,2
502 EAST   89 STREET,2
453 EAST  160 STREET,2
238 EAST  111 STREET,2
4 EAST   78 STREET,2
510 EAST   23 STREET,2
34-31 81 STREET,2
235 EAST  117 STREET,2
2406 NEWKIRK AVENUE,2
991 EAST  173 STREET,2
56-15 CATALPA AVENUE,2
245 EAST  110 STREET,2
558 WEST 181 STREET,2
193-08 119 AVENUE,2
264 AVENUE O,2
143-40 ROOSEVELT AVENUE,2
454 WEST 146 STREET,2
1773 EAST   12 STREET,2
37-25 61 STREET,2
2006 ADAM C POWELL BOULEVARD,2
989 SUMMIT AVENUE,2
1151 NEW YORK AVENUE,2
1018 CONEY ISLAND AVENUE,2
110 EAST  177 STREET,2
2238 CRESTON AVENUE,2
315 WEST 115 STREET,2
152 WEST   49 STREET,2
90-15 138 PLACE,2
2167 CRUGER AVENUE,2
702 EAGLE AVENUE,2
105 EAST 177 STREET,2
208 WEST  133 STREET,2
69 HORATIO STREET,2
145-44 230 STREET,2
176 EAST   85 STREET,2
633 WEST  152 STREET,2
288 LEXINGTON AVENUE,2
60 EAST 196 STREET,2
705 ROCKAWAY PARKWAY,2
179 BEACH  110 STREET,2
206 WEST  109 STREET,2
4861 BROADWAY,2
91-35 193 STREET,2
1510 ST PETERS AVENUE,2
33-02 CRESCENT STREET,2
1410 PARKCHESTER ROAD,2
1670 FULTON STREET,2
972 EAST   81 STREET,2
566 WEST  190 STREET,2
2129 EAST   14 STREET,2
605 WEST 156 STREET,2
113-17 JAMAICA AVENUE,2
4129 SETON AVENUE,2
220-31 JAMAICA AVENUE,2
1304 REV JAMES POLITE AVENUE,2
236 WEST  122 STREET,2
84-26 129 STREET,2
77 DIVISION AVENUE,2
236 ELM STREET,2
40-30 75 STREET,2
8313 19 AVENUE,2
30 MAGAW PLACE,2
647 EAST   14 STREET,2
469 52 STREET,2
3017 OCEAN PARKWAY,2
240 CABRINI BOULEVARD,2
2969 BRIGGS AVENUE,2
1706 NELSON AVENUE,2
127 WEST  137 STREET,2
935 OGDEN AVENUE,2
71-20 FRESH POND ROAD,2
163 LEFFERTS PLACE,2
1789 FLATBUSH AVENUE,2
482 WILLOUGHBY AVENUE,2
670 EAST  226 STREET,2
4329 BROADWAY,2
371 IRVING AVENUE,2
606 WEST  140 STREET,2
202-20 109 AVENUE,2
779 MELROSE AVENUE,2
236 WEST   15 STREET,2
729 BURKE AVENUE,2
1403 NEW YORK AVENUE,2
172 LUDLOW STREET,2
66 EAST   34 STREET,2
1280 COMMONWEALTH AVENUE,2
47-27 LITTLE NECK PARKWAY,2
814 57 STREET,2
321 MENAHAN STREET,2
40-47 ASKE STREET,2
11-12 47 AVENUE,2
240 WEST  167 STREET,2
76 ST JAMES PLACE,2
1986 MORRIS AVENUE,2
3565 BRUCKNER BOULEVARD,2
1659 GARFIELD STREET,2
752 ONDERDONK AVENUE,2
113-15 76 ROAD,2
243 KINGSTON AVENUE,2
1416 BROOKLYN AVENUE,2
575 EAST  189 STREET,2
42-07 34 AVENUE,2
824 AVENUE U,2
436 WEST  204 STREET,2
1563 UNIONPORT ROAD,2
4336 CARPENTER AVENUE,2
175 LUDLOW STREET,2
180 NASSAU STREET,2
204 EAST  112 STREET,2
88 3 AVENUE,2
250 FT WASHINGTON AVENUE,2
197 MADISON STREET,2
1953 70 STREET,2
328 BEEKMAN AVENUE,2
325 EAST  194 STREET,2
2902 GRAND CONCOURSE,2
1515 FULTON STREET,2
315 WEST  115 STREET,2
711 EAST  230 STREET,2
2290 DAVIDSON AVENUE,2
945 GRAND STREET,2
545 WEST  144 STREET,2
261 BAINBRIDGE STREET,2
143 23 STREET,2
175 WEST 12 STREET,2
57 BERGEN STREET,2
1474 BUSHWICK AVENUE,2
100-25 QUEENS BOULEVARD,2
3237 BEDFORD AVENUE,2
526 MORRIS AVENUE,2
122 EAST  116 STREET,2
2324 AMSTERDAM AVENUE,2
311 WEST 95 STREET,2
4636 WHITE PLAINS ROAD,2
8873 BAY   16 STREET,2
184-17 140 AVENUE,2
89-12 NORTHERN BOULEVARD,2
5013 20 AVENUE,2
308 EAST  209 STREET,2
2107 AMSTERDAM AVENUE,2
137 EVERGREEN AVENUE,2
26 1 AVENUE,2
9 ELDRIDGE STREET,2
2318 LORING PLACE NORTH,2
726 MILLER AVENUE,2
89-04 148 STREET,2
55 TEN EYCK STREET,2
53 WEST    8 STREET,2
530 WEST  187 STREET,2
668 HOWARD AVENUE,2
360 CENTRAL PARK WEST,2
23-13 BROADWAY,2
609 WOODWARD AVENUE,2
522 EAST   51 STREET,2
1225 BOSTON ROAD,2
87-25 113 STREET,2
212 WEST 99 STREET,2
1540 JESUP AVENUE,2
1256 BLAKE AVENUE,2
1200 GRAVESEND NECK ROAD,2
992 JEFFERSON AVENUE,2
1418 BROOKLYN AVENUE,2
74 STARR STREET,2
969 43 STREET,2
2985 WEBSTER AVENUE,2
18-05 215 STREET,2
114-06 101 AVENUE,2
166-59 24 AVENUE,2
659 EAST   87 STREET,2
340 BRISTOL STREET,2
721 EAST  223 STREET,2
223 ELTINGVILLE BOULEVARD,2
255 EAST  149 STREET,2
208 WILLIS AVENUE,2
1114 STRATFORD AVENUE,2
1155 EAST   35 STREET,2
69-52 197 STREET,2
617 WEST  143 STREET,2
20-40 SEAGIRT BOULEVARD,2
95-13 NORTHERN BOULEVARD,2
1025 ST JOHNS PLACE,2
108-57 48 AVENUE,2
43 EAST 94 STREET,2
51-38 48 STREET,2
959 4 AVENUE,2
1573 FULTON AVENUE,2
206-34 46 AVENUE,2
100 EAST 118 STREET,2
1165 EVERGREEN AVENUE,2
114 NAGLE AVENUE,2
281 AVENUE C,2
201 EAST 93 STREET,2
671 GATES AVENUE,2
85-10 151 AVENUE,2
166-01 LINDEN BOULEVARD,2
506 PINE STREET,2
2385 CRESTON AVENUE,2
268 WINTHROP STREET,2
42-11 28 AVENUE,2
2339 PROSPECT AVENUE,2
1800 POPHAM AVENUE,2
3031 HOLLAND AVENUE,2
1920 LORING PLACE SOUTH,2
2991 BRIGHTON   13 STREET,2
565 WEST  175 STREET,2
1765 TOWNSEND AVENUE,2
25-37 21 STREET,2
255 EAST  188 STREET,2
319 EDGECOMBE AVENUE,2
101 EAST  169 STREET,2
2102 HOLLAND AVENUE,2
126-13 148 STREET,2
83-40 159 STREET,2
15 WEST  184 STREET,2
1068 WILLMOHR STREET,2
53-01 97 STREET,2
9747 SHORE ROAD,2
63-37 110 STREET,2
802 KINGS HIGHWAY,2
2333 EAST 2 STREET,2
1350 NOBLE AVENUE,2
37 WEST 89 STREET,2
1821 MAHAN AVENUE,2
1737 JARVIS AVENUE,2
3631 BROADWAY,2
910 GERARD AVENUE,2
196-11 JAMAICA AVENUE,2
4026 CARPENTER AVENUE,2
43-08 BROADWAY,2
124 EAST  107 STREET,2
111 WEST  225 STREET,2
1687 VYSE AVENUE,2
2081 GRAND AVENUE,2
2175 MORRIS AVENUE,2
2428 MATTHEWS AVENUE,2
1675 LINCOLN PLACE,2
1356 WALTON AVENUE,2
120 EAST 31 STREET,2
803 LEXINGTON AVENUE,2
110 BALTIC STREET,2
341 EAST  146 STREET,2
188 7 AVENUE,2
11275 SEAVIEW AVENUE,2
1031 SENECA AVENUE,2
207-15 HILLSIDE AVENUE,2
55 LENOX ROAD,2
41 ST NICHOLAS TERRACE,2
1818 BATH AVENUE,2
409 EAST   78 STREET,2
159 BAY   29 STREET,2
1016 BRYANT AVENUE,2
128 WEST   72 STREET,2
4414 8 AVENUE,2
625 WEST   57 STREET,2
631 WEST  152 STREET,2
1500 HOE AVENUE,2
8 WEST 108 STREET,2
319 MENAHAN STREET,2
2284 GRAND AVENUE,2
1516 61 STREET,2
1719 STERLING PLACE,2
1488 STERLING PLACE,2
225 EAST 17 STREET,2
561 WEST  181 STREET,2
508 WEST   29 STREET,2
225 WEST  121 STREET,2
422 EAST   34 STREET,2
145-57 223 STREET,2
23-05 30 AVENUE,2
210-02 42 AVENUE,2
1756 EAST   49 STREET,2
41-41 46 STREET,2
1250 5 AVENUE,2
1803 PITKIN AVENUE,2
1505 METROPOLITAN AVENUE,2
328 39 STREET,2
114-23 SUTTER AVENUE,2
292 LINDEN BOULEVARD,2
972 EASTERN PARKWAY,2
213-05 75 AVENUE,2
1442 EAST  103 STREET,2
2304 SEDGWICK AVENUE,2
2960 DECATUR AVENUE,2
516 CHAUNCEY STREET,2
302 EASTERN PARKWAY,2
1344 DR M L KING JR BOULEVARD,2
95-13 102 STREET,2
49 NOSTRAND AVENUE,2
383 EAST 162 STREET,2
1520 AMSTERDAM AVENUE,2
2845 UNIVERSITY AVENUE,2
709 DE KALB AVENUE,2
2600 UNIVERSITY AVENUE,2
1323 COLLEGE AVENUE,2
274 BONNER PLACE,2
276 WEST  135 STREET,2
3108 WILKINSON AVENUE,2
7801 3 AVENUE,2
675 WEST  187 STREET,2
1161 JEROME AVENUE,2
441 EAST 187 STREET,2
880 47 STREET,2
34-05 109 STREET,2
246 EAST   54 STREET,2
1005 BROADWAY,2
777 ST MARKS AVENUE,2
2201 SURF AVENUE,2
826 EAST   16 STREET,2
530 PARKSIDE AVENUE,2
2001 GRAND CONCOURSE,2
340 EAST  139 STREET,2
2301 OCEAN AVENUE,2
2 WEST  129 STREET,2
700 VICTORY BOULEVARD,2
936 EAST  169 STREET,2
336 LINCOLN AVENUE,2
3163 VILLA AVENUE,2
1307 FINDLAY AVENUE,2
518 WEST  139 STREET,2
437 MACON STREET,2
2303 NEWKIRK AVENUE,2
127 POST AVENUE,2
6817 3 AVENUE,2
3805 REVIEW PLACE,2
1311 ALBANY AVENUE,2
2923 SEAGIRT AVENUE,2
2081 MORRIS AVENUE,2
3015 ROBERTS AVENUE,2
25 NAGLE AVENUE,2
1142 WHITE PLAINS ROAD,2
75 2 AVENUE,2
111 WEST 137 STREET,2
450 EAST   34 STREET,2
34-06 71 STREET,2
104 WEST  144 STREET,2
1750 EAST 14 STREET,2
3759 BARNES AVENUE,2
2020 WALTON AVENUE,2
85 MC CLELLAN STREET,2
400 WEST   63 STREET,2
2186 GRAND CONCOURSE,2
739 COSTER STREET,2
1353 TELLER AVENUE,2
1030 FAILE STREET,2
1355 FINDLAY AVENUE,2
210 WEST  107 STREET,2
529 SNEDIKER AVENUE,2
550 40 STREET,2
129 WEST WASHINGTON PLACE,2
182 HENDRIX STREET,2
1793 BEDFORD AVENUE,2
721 UNION STREET,2
31 EAST   30 STREET,2
1501 DE KALB AVENUE,2
2601 BAINBRIDGE AVENUE,2
1256 WHEELER AVENUE,2
478 3 AVENUE,2
908 HERKIMER STREET,2
91 EAST  116 STREET,2
1722 CATON AVENUE,2
87-31 85 STREET,2
8652 25 AVENUE,2
956 MONTGOMERY STREET,2
1199 BOSTON ROAD,2
2075 GRAND CONCOURSE,2
1267 NEW YORK AVENUE,2
1015 EAST 167 STREET,2
42-29 JUDGE STREET,2
126 LEE AVENUE,2
1623 ST JOHNS PLACE,2
464 HUDSON STREET,2
17 BLEECKER STREET,2
1119 NOBLE AVENUE,2
1731 HARRISON AVENUE,2
1560 GRAND CONCOURSE,2
1804 AMSTERDAM AVENUE,2
2100 AMSTERDAM AVENUE,2
1798 NOSTRAND AVENUE,2
27 EAST 29 STREET,2
1400 JESUP AVENUE,2
2364 CROTONA AVENUE,2
815 GRAVESEND NECK ROAD,2
2116 1 AVENUE,2
321 EAST  198 STREET,2
138 ELDRIDGE STREET,2
88 NAGLE AVENUE,2
319 ALBANY AVENUE,2
91 BAXTER STREET,2
567 ST JOHNS PLACE,2
674 EAST  226 STREET,2
25-07 23 STREET,2
405 WESTMINSTER ROAD,2
932 EAST  173 STREET,2
4231 BROADWAY,2
2260 WALTON AVENUE,2
333 NEPTUNE AVENUE,2
68-64 YELLOWSTONE BOULEVARD,2
35 EAST  106 STREET,2
502 WEST 142 STREET,2
21-55 45 AVENUE,2
1443 PACIFIC STREET,2
307 EAST 54 STREET,2
42-18 201 STREET,2
118 1 AVENUE,2
206 EAST   22 STREET,2
150 WEST  140 STREET,2
1159 EAST   86 STREET,2
91 GRAHAM AVENUE,2
94-12 40 ROAD,2
43-44 KISSENA BOULEVARD,2
908 COLUMBUS AVENUE,2
547 WEST  157 STREET,2
1030 PRESIDENT STREET,2
38 EAST 89 STREET,2
82-11 37 AVENUE,2
605 EAST   16 STREET,2
805 HERKIMER STREET,2
791 FLUSHING AVENUE,2
146 EAST   19 STREET,2
241 LINDEN BOULEVARD,2
28 THAYER STREET,2
1444 PARK PLACE,2
1664 DAVIDSON AVENUE,2
224 SULLIVAN STREET,2
338 8 AVENUE,2
1622 PRESIDENT STREET,2
506 FAIRVIEW AVENUE,2
2366 LORILLARD PLACE,2
150-25 72 ROAD,2
89-14 PARSONS BOULEVARD,2
1539 PARK PLACE,2
183 MORNING STAR ROAD,2
1702 AVENUE M,2
1240 WALTON AVENUE,2
620 WEST  182 STREET,2
1018 EAST 163 STREET,2
794 FLUSHING AVENUE,2
504 WEST  126 STREET,2
1705 ANTHONY AVENUE,2
5513 5 AVENUE,2
191 OCEAN PARKWAY,2
586 WEST  178 STREET,2
1 TENNIS COURT,2
3914 FT HAMILTON PARKWAY,2
88-02 37 AVENUE,2
715 WEST 175 STREET,2
99-04 57 AVENUE,2
29 WEST   27 STREET,2
142 EAST  126 STREET,2
224-41 67 AVENUE,2
1376 TELLER AVENUE,2
2330 VALENTINE AVENUE,2
4615 PARK AVENUE,2
1656 EAST   55 STREET,2
1963 CONEY ISLAND AVENUE,2
215 EAST  117 STREET,2
986 EAST  181 STREET,2
2300 DR M L KING JR BOULEVARD,2
390 OCEAN AVENUE,2
161 EAST 35 STREET,2
1718 66 STREET,2
18 1 AVENUE,2
425 47 STREET,2
44 PINEAPPLE STREET,2
1472 BAY RIDGE AVENUE,2
975 SIMPSON STREET,2
281 MACON STREET,2
1975 83 STREET,2
135 OCEAN AVENUE,2
137 LINWOOD STREET,2
351 WEST   45 STREET,2
446 SENATOR STREET,2
1826 66 STREET,2
554 WEST  181 STREET,2
274 REVERE AVENUE,2
924 2 AVENUE,2
831 GERARD AVENUE,2
1515 MC DONALD AVENUE,2
758 KELLY STREET,2
33-12 89 STREET,2
84-50 KEW GARDENS ROAD,2
80 LIVINGSTON STREET,2
1640 AMSTERDAM AVENUE,2
171 WASHINGTON PARK,2
81-14 169 STREET,2
400 EAST   54 STREET,2
1869 EASTERN PARKWAY EXTENSION,2
4118 CARPENTER AVENUE,2
87-10 ATLANTIC AVENUE,2
962 ST NICHOLAS AVENUE,2
2746 DECATUR AVENUE,2
149-19 95 STREET,2
27 NORTH 6 STREET,2
571 WEST  175 STREET,2
125 WEST   78 STREET,2
456 GRANT AVENUE,2
74-27 88 ROAD,2
615 EAST FORDHAM ROAD,2
1589 BEDFORD AVENUE,2
25-86 44 STREET,2
271 EAST HOUSTON STREET,2
68 WEST    3 STREET,2
103-13 PLATTWOOD AVENUE,2
72 NICHOLS AVENUE,2
1187 EAST  178 STREET,2
374 WADSWORTH AVENUE,2
2513 NEWKIRK AVENUE,2
100 LINDEN BOULEVARD,2
3604 BRONX BOULEVARD,2
116 VAN SICLEN AVENUE,2
70 WEST  106 STREET,2
147-45 109 AVENUE,2
125 SCHROEDERS AVENUE,2
214 EAST 10 STREET,2
1610 METROPOLITAN AVENUE,2
42-07 ELBERTSON STREET,2
219 MADISON STREET,2
6301 23 AVENUE,2
253-31 148 DRIVE,2
1260 STRATFORD AVENUE,2
1135 1 AVENUE,2
1818 HARMAN STREET,2
2323 STRAUSS STREET,2
589 RIVERSIDE DRIVE,2
527 WEST  135 STREET,2
274 EAST  194 STREET,2
1268 FTELEY AVENUE,2
153-35 75 AVENUE,2
284 WEST   12 STREET,2
9324 GLENWOOD ROAD,2
1018 EAST  163 STREET,2
174 GRAFTON STREET,2
242 EAST   75 STREET,2
503 WEST  175 STREET,2
441 BROOKLYN AVENUE,2
56 BENNETT AVENUE,2
1812 AMSTERDAM AVENUE,2
98-30 67 AVENUE,2
3232 HULL AVENUE,2
141 FROST STREET,2
771 EAST    9 STREET,2
32-68 41 STREET,2
142-02 FARMERS BOULEVARD,2
75 MARTENSE STREET,2
2866 FREDERICK DOUGLASS BOULEVARD,2
10 EAST  116 STREET,2
104 ROSS STREET,2
19 SPENCER PLACE,2
485 LENOX AVENUE,2
208 WEST  141 STREET,2
555 OCEAN AVENUE,2
20 VERNON AVENUE,2
2523 UNIVERSITY AVENUE,2
721 FAILE STREET,2
52 PINEHURST AVENUE,2
4152 CARPENTER AVENUE,2
406 EAST 119 STREET,2
1624 WEST    9 STREET,2
843 FRANKLIN AVENUE,2
413 EAST  114 STREET,2
353 BEACH 57 STREET,2
947 MONTGOMERY STREET,2
2851 SEDGWICK AVENUE,2
199 AVENUE B,2
1820 HIMROD STREET,2
202-06 109 AVENUE,2
359 SOUTH    4 STREET,2
130-16 INWOOD STREET,2
2183 RYER AVENUE,2
65 HOLLAND AVENUE,2
847 PACIFIC STREET,2
24-55 77 STREET,2
1185 MORRIS AVENUE,2
2160 FULTON STREET,2
131 WEST  104 STREET,2
540 SOUTHERN BOULEVARD,2
928 COLLEGE AVENUE,2
601 KAPPOCK STREET,2
60 ARLO ROAD,2
578 EAST 17 STREET,2
1302 ROSEDALE AVENUE,2
317 LOCUST AVENUE,2
171 EAST  111 STREET,2
3051 OLINVILLE AVENUE,2
2346 PROSPECT AVENUE,2
522 WEST   47 STREET,2
1026 1 AVENUE,2
610 OSBORN STREET,2
901 WASHINGTON AVENUE,2
545 BROOKLYN AVENUE,2
509 WEST  150 STREET,2
151 EAST    4 STREET,2
331 EAST   88 STREET,2
41-91 FORLEY STREET,2
2230 GRAND CONCOURSE,2
1205 AVENUE R,2
2549 WILLIAMSBRIDGE ROAD,2
550 EAST  182 STREET,2
429 EAST 6 STREET,2
53 WEST  174 STREET,2
114 WEST   71 STREET,2
533 MYRTLE AVENUE,2
294 BROOME STREET,2
609 WEST  196 STREET,2
1573 BUSHWICK AVENUE,2
48 EAST   66 STREET,2
4433 MURDOCK AVENUE,2
217 VAN BRUNT STREET,2
215 WEST  110 STREET,2
36-20 BOWNE STREET,2
2356 RYER AVENUE,2
55 EAST  110 STREET,2
3395 RESERVOIR OVAL WEST,2
143-41 BARCLAY AVENUE,2
655 BUSHWICK AVENUE,2
2020 CRESTON AVENUE,2
9 AVENUE A,2
515 WEST  170 STREET,2
2187 CRUGER AVENUE,2
137 STERLING STREET,2
101-66 125 STREET,2
1524 BOONE AVENUE,2
105 LINCOLN ROAD,2
487 CLINTON AVENUE,2
1996 GLEASON AVENUE,2
121 JAMAICA AVENUE,2
86 WADSWORTH AVENUE,2
11 HALSEY STREET,2
3500 TRYON AVENUE,2
67 SOMERS STREET,2
4034 BAYCHESTER AVENUE,2
1459 WYTHE PLACE,2
364 EAST 209 STREET,2
1211 FLATBUSH AVENUE,2
114-11 196 STREET,2
41-45 52 STREET,2
11-36 44 DRIVE,2
30-95 34 STREET,2
607 RUGBY ROAD,2
450 CYRUS PLACE,2
2538 VALENTINE AVENUE,2
636 WEST  138 STREET,2
955 SHERIDAN AVENUE,2
2215 CRUGER AVENUE,2
175 PINEHURST AVENUE,2
245 GRAFTON STREET,2
274 SOUTH 1 STREET,2
1275 DE KALB AVENUE,2
411 EAST   10 STREET,2
84-62 KEW GARDENS ROAD,2
60-01 56 DRIVE,2
602 ST MARYS STREET,2
54-81 ALMEDA AVENUE,2
485 OCEAN AVENUE,2
1553 BRUCKNER BOULEVARD,2
25 ST FELIX STREET,2
204 LIVINGSTON STREET,2
2964 BRIGHTON   12 STREET,2
2325 ARTHUR AVENUE,2
374 SOUTH    2 STREET,2
1802 53 STREET,2
2000 84 STREET,2
1517 TAYLOR AVENUE,2
1227 EAST   98 STREET,2
636 COMMONWEALTH AVENUE,2
266 WEST   25 STREET,2
156 WEST  141 STREET,2
1410 NEW YORK AVENUE,2
534 WEST 178 STREET,2
25-41 30 ROAD,2
1438 OCEAN AVENUE,2
371 ETNA STREET,2
2310 1 AVENUE,2
441 CONVENT AVENUE,2
3612 BARNES AVENUE,2
309 WASHINGTON AVENUE,2
2380 CRESTON AVENUE,2
55 5 AVENUE,2
2750 BRONX PARK EAST,2
873 EAST  228 STREET,2
812 PENFIELD STREET,2
434 EAST  115 STREET,2
213 EAST   31 STREET,2
238 EAST   82 STREET,2
475 WEST  186 STREET,2
289 BLEECKER STREET,2
4116 DE REIMER AVENUE,2
106 CABRINI BOULEVARD,2
91 EAST  208 STREET,2
2362 WEBSTER AVENUE,2
790 ELDERT LANE,2
711 FAILE STREET,2
2747 EAST   65 STREET,2
813 EAST  225 STREET,2
173 BAY   13 STREET,2
308 STUYVESANT AVENUE,2
21-57 33 STREET,2
2076 FREDERICK DOUGLASS BOULEVARD,2
790 COLUMBUS AVENUE,2
24 FURMAN AVENUE,2
532 WEST  145 STREET,2
321 WEST   42 STREET,2
99-60 64 AVENUE,2
506 WEST  171 STREET,2
589 EAST   94 STREET,2
8416 21 AVENUE,2
690 ONDERDONK AVENUE,2
80 ARDEN STREET,2
230 KINGSTON AVENUE,2
98-25 HORACE HARDING EXPRESSWAY,2
244 WEST 103 STREET,2
5002 4 AVENUE,2
197 8 AVENUE,2
4005 BROADWAY,2
218 WEST   22 STREET,2
16 EAST  208 STREET,2
1674 EAST   22 STREET,2
26 BAY   25 STREET,2
2364 TIEBOUT AVENUE,2
235 SCHENECTADY AVENUE,2
42-43 147 STREET,2
1575 EAST NEW YORK AVENUE,2
355 63 STREET,2
440 EAST  138 STREET,2
111 EAST 100 STREET,2
236 EAST   19 STREET,2
410 WEST   36 STREET,2
365 EAST 204 STREET,2
3644 HOLLAND AVENUE,2
630 MARLBOROUGH ROAD,2
2121 PAULDING AVENUE,2
206-09 86 ROAD,2
858 HART STREET,2
1259 EAST   89 STREET,2
680 8 AVENUE,2
497 EAST 156 STREET,2
426 ROCKAWAY PARKWAY,2
130 FENIMORE STREET,2
2028 2 AVENUE,2
114 EAST   97 STREET,2
18 LOCUST STREET,2
373 BROOME STREET,2
30 BAY   25 STREET,2
1225 BUSHWICK AVENUE,2
1250 GRAND CONCOURSE,2
40 ST NICHOLAS AVENUE,2
291 MORRIS AVENUE,2
33-17 34 AVENUE,2
116-09 LIBERTY AVENUE,2
156 EAST   95 STREET,2
404 FRANKLIN AVENUE,2
142 EAST   52 STREET,2
303 3 STREET,2
65 MALCOLM X BOULEVARD,2
536 BEACH   22 STREET,2
125-01 JAMAICA AVENUE,2
2555 EAST   12 STREET,2
2141 HOLLAND AVENUE,2
2350 CAMBRELENG AVENUE,2
303 MONTAUK AVENUE,2
44-15 COLDEN STREET,2
2326 EAST 28 STREET,2
712 WEST  180 STREET,2
38 SOMERS STREET,2
130-25 148 STREET,2
271 EAST KINGSBRIDGE ROAD,2
510 WEST  144 STREET,2
1048 WASHINGTON AVENUE,2
1255 PENNSYLVANIA AVENUE,2
2781A OCEAN AVENUE,2
291 WYCKOFF AVENUE,2
461 20 STREET,2
1278 UNION AVENUE,2
18 WEST  102 STREET,2
42 WEST   94 STREET,2
2226 1 AVENUE,2
2400 DORSEY STREET,2
40-01 ROCKAWAY BEACH BOULEVARD,2
1712 PALMETTO STREET,2
4247 MONTICELLO AVENUE,2
515 WEST  168 STREET,2
165 STANHOPE STREET,2
1311 DECATUR STREET,2
381 EAST 138 STREET,2
2753 BROADWAY,2
202 GREEN STREET,2
2029 LA FONTAINE AVENUE,2
320 WEST  117 STREET,2
773 59 STREET,2
15 ARDEN STREET,2
452 CYRUS PLACE,2
3760 BROADWAY,2
44-10 30 AVENUE,2
298 STOCKHOLM STREET,2
1802 OCEAN PARKWAY,2
3080 VOORHIES AVENUE,2
25-04 BEACH CHANNEL DRIVE,2
183 GRAFTON STREET,2
605 WATER STREET,2
140 WEST  133 STREET,2
2055 HARRISON AVENUE,2
404 8 AVENUE,2
952 EAST   84 STREET,2
311 LEGION STREET,2
145 EAST   93 STREET,2
311 EAST  119 STREET,2
2940 OCEAN PARKWAY,2
146-09 182 STREET,2
140-38 159 STREET,2
33-18 29 STREET,2
231 HANCOCK STREET,2
629 WEST  142 STREET,2
4360 BAYCHESTER AVENUE,2
307 EAST  170 STREET,2
3000 PARK AVENUE,2
596 EAST 22 STREET,2
189 BEDFORD AVENUE,2
